n_clusters,n_runs,mean_ari,std_ari,min_ari,mean_agreement,mean_inertia,std_inertia,min_cluster_share
2,10,0.9833276417776796,0.017758793492894127,0.9594902928452302,0.9958888888888892,628.0999669215868,0.02381369137455139,0.31
3,10,1.0,0.0,1.0,1.0,444.07387201044264,5.684341886080802e-14,0.05
4,10,1.0,0.0,1.0,1.0,329.76136658531175,0.0,0.05
5,10,0.8866006974440531,0.06479345934807121,0.7584543958089954,0.9598888888888889,252.63777370185522,0.43994856387539066,0.05
6,10,0.824647125336273,0.09879536012017483,0.661818991745968,0.9057777777777777,206.58088362132293,0.4621116564675556,0.02
7,10,0.8139138645342185,0.13973692146747518,0.557619123519653,0.8914444444444444,168.05367713278034,2.218069392971331,0.015
8,10,0.7380907826498553,0.11792320105531293,0.5196529156813456,0.843111111111111,142.3419967156952,0.8021375323395435,0.015
9,10,0.7514266540479793,0.1296753638559327,0.592507294271199,0.852777777777778,122.67536669379874,1.3100902352598418,0.015
10,10,0.7419750438135163,0.1580991170570672,0.48795477118985436,0.8265555555555557,108.66773472953437,1.1077021125174753,0.01
