n_clusters,n_runs,mean_ari,std_ari,min_ari,mean_agreement,mean_inertia,std_inertia,min_cluster_share
2,10,0.9803955534195075,0.0392088931609849,0.9019777670975377,0.9950000000000001,5615.548396690638,0.19457301436978014,0.41
3,10,0.9846048856306031,0.015094746757644389,0.9520090231611059,0.9952222222222221,4046.453652983978,0.2898996658843529,0.265
4,10,0.9747523214742395,0.020558226550308867,0.9309016504090056,0.991,3318.781513543084,0.6544655284696429,0.205
5,10,0.9441811754059559,0.030717309994391682,0.8651222908686266,0.9717777777777777,2962.22738209601,2.1417793814236648,0.05
6,10,0.9614101310337492,0.023750171473137273,0.9143775228499743,0.9807777777777779,2643.345593426487,1.261170387905805,0.06
7,10,0.8872458376046737,0.07234986995035081,0.7064751445827877,0.9025555555555558,2479.150674998514,3.4547559917866346,0.025
8,10,0.7933281508842441,0.07622492274739925,0.690416781192543,0.8362222222222223,2323.5791219617554,6.063994259698578,0.025
9,10,0.8252393851211184,0.060349027437742106,0.7008325491795665,0.8566666666666666,2168.797407650231,6.738557794581716,0.025
10,10,0.8131697879323735,0.07791052575278819,0.630088960595754,0.878111111111111,2031.7484132169448,25.798680202649727,0.025
