archetype,mean,std,min,max
daytime,1.2642365779652742,0.6509200134101893,0.4131322073187118,3.4944578511208433
evening,1.383819349585618,0.7805281597339758,0.5150799351336779,4.576458448672132
flat,1.3859527971068153,0.6300720996824268,0.4399207775468745,3.1803390999420236
weekend,1.3617770725284144,0.5509710396300256,0.367251321359922,2.7147869155905098
